symbol,company_name,sector
PWR,"Quanta Services, Inc. Common Stock",Industrials
PWRD,TCW Transform Systems ETF,Unknown
PX,"P10, Inc. Class A Common Stock",Financial Services
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,Financial Services
PYT,PPlus Tr GSC,Unknown
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,Financial Services
QBTS,D,Technology
QD,"Qudian Inc. American Depositary Shares, each representing one Class A Ordinary Share",Financial Services
QGEN,Qiagen N.V. Common Shares,Healthcare
QS,QuantumScape Corporation Class A Common Stock,Consumer Cyclical
QSR,Restaurant Brands International Inc. Common Shares,Consumer Cyclical
QTWO,"Q2 Holdings, Inc. Common Stock",Technology
QUAD,"Quad Graphics, Inc Class A Common Stock",Industrials
QVCC,"QVC, Inc. 6.250% Senior Secured Notes due 2068",Unknown
QVCD,"QVC, Inc. 6.375% Senior Secured Notes due 2067",Unknown
QXO,"QXO, Inc. Common Stock",Technology
R,"Ryder System, Inc. Common Stock",Industrials
RA,Brookfield Real Assets Income Fund Inc. Common Stock,Financial Services
RAC,Rithm Acquisition Corp. Class A Ordinary Shares,Unknown
RACE,Ferrari N.V. Common Shares,Consumer Cyclical
RAMP,"LiveRamp Holdings, Inc. Common Stock",Technology
RBA,"RB Global, Inc. Common Stock",Industrials
RBC,RBC Bearings Incorporated Common Stock,Industrials
RBLX,Roblox Corporation Class A Common Stock,Communication Services
RBOT,Vicarious Surgical Inc. Class A Common Stock,Healthcare
RBRK,"Rubrik, Inc. Class A Common Stock",Technology
RC,Ready Capital Corporation Common Stock,Real Estate
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,Unknown
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,Unknown
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,Unknown
RCI,"Rogers Communication, Inc. Common Stock",Communication Services
RCL,Royal Caribbean Cruises Ltd. Common Stock,Consumer Cyclical
RCS,"PIMCO Strategic Income Fund, Inc.",Financial Services
RCUS,"Arcus Biosciences, Inc. Common Stock",Healthcare
RDDT,"Reddit, Inc. Class A Common Stock",Communication Services
RDN,Radian Group Inc. Common Stock,Financial Services
RDW,Redwire Corporation Common Stock,Industrials
RDY,Dr. Reddy's Laboratories Ltd Common Stock,Healthcare
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),Industrials
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),Consumer Cyclical
RES,"RPC, Inc. Common Stock",Energy
REVG,"REV Group, Inc. Common Stock",Industrials
REX,REX American Resources Corporation,Basic Materials
REXR,"Rexford Industrial Realty, Inc. Common Stock",Real Estate
REZI,"Resideo Technologies, Inc. Common Stock ",Industrials
RF,Regions Financial Corporation Common Stock,Financial Services
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",Financial Services
RFL,"Rafael Holdings, Inc. Class B Common Stock",Real Estate
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",Financial Services
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",Financial Services
RGA,"Reinsurance Group of America, Incorporated Common Stock",Financial Services
RGR,"Sturm, Ruger & Company, Inc. Common Stock",Industrials
RGT,"Royce Global Trust, Inc. Common Stock",Financial Services
RH,RH Common Stock,Consumer Cyclical
RHI,Robert Half Inc. Common Stock,Industrials
RHP,"Ryman Hospitality Properties, Inc. (REIT)",Real Estate
RIG,Transocean Ltd (Switzerland) Common Stock,Energy
RIO,Rio Tinto Plc Common Stock,Basic Materials
RITM,Rithm Capital Corp. Common Stock,Real Estate
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",Financial Services
RJF,"Raymond James Financial, Inc. Common Stock",Financial Services
RKT,"Rocket Companies, Inc. Class A Common Stock",Financial Services
RL,Ralph Lauren Corporation Common Stock,Consumer Cyclical
RLI,RLI Corp. Common Stock (DE),Financial Services
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,Real Estate
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,Financial Services
RLX,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",Consumer Defensive
RM,Regional Management Corp. Common Stock,Financial Services
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",Real Estate
RMD,ResMed Inc. Common Stock,Healthcare
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",Financial Services
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",Financial Services
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",Financial Services
RMT,Royce Micro,Financial Services
RNG,"RingCentral, Inc. Class A Common Stock",Technology
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",Energy
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",Financial Services
RNR,RenaissanceRe Holdings Ltd. Common Stock,Financial Services
RNST,Renasant Corporation Common Stock,Financial Services
ROG,Rogers Corporation Common Stock,Technology
ROK,"Rockwell Automation, Inc. Common Stock",Industrials
ROL,"Rollins, Inc. Common Stock",Consumer Cyclical
RPM,RPM International Inc. Common Stock,Basic Materials
RPT,Rithm Property Trust Inc. Common stock,Real Estate
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,Financial Services
RRC,Range Resources Corporation Common Stock,Energy
RRX,Regal Rexnord Corporation Common Stock,Industrials
RS,"Reliance, Inc. Common Stock",Basic Materials
RSF,RiverNorth Capital and Income Fund Common Stock,Financial Services
RSG,"Republic Services, Inc. Common Stock",Industrials
RSI,"Rush Street Interactive, Inc. Class A Common Stock",Consumer Cyclical
RSKD,Riskified Ltd. Class A Ordinary Shares,Technology
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),Industrials
RTX,RTX Corporation Common Stock,Industrials
RVLV,"Revolve Group, Inc. Class A Common Stock",Consumer Cyclical
RVT,Royce Small,Financial Services
RVTY,"Revvity, Inc. Common Stock",Healthcare
RWT,"Redwood Trust, Inc. Common Stock",Real Estate
RWTN,"Redwood Trust, Inc. 9.125% Senior Notes Due 2029",Unknown
RWTO,"Redwood Trust, Inc. 9.00% Senior Notes Due 2029",Unknown
RWTP,"Redwood Trust, Inc. 9.125% Senior Notes Due 2030",Unknown
RXO,"RXO, Inc. Common Stock",Industrials
RY,Royal Bank Of Canada Common Stock,Financial Services
RYAM,Rayonier Advanced Materials Inc. Common Stock,Basic Materials
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",Financial Services
RYI,Ryerson Holding Corporation Common Stock,Industrials
RYN,Rayonier Inc. REIT Common Stock,Real Estate
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed",Unknown
RZC,"Reinsurance Group of America, Incorporated 7.125% Fixed",Unknown
S,"SentinelOne, Inc. Class A Common Stock",Technology
SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)",Basic Materials
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,Financial Services
SAFE,Safehold Inc. New Common Stock ,Real Estate
SAH,"Sonic Automotive, Inc. Common Stock",Consumer Cyclical
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,Unknown
SAM,"Boston Beer Company, Inc. (The) Common Stock",Consumer Defensive
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",Financial Services
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),Basic Materials
SAP,SAP  SE ADS,Technology
SAR,Saratoga Investment Corp New,Financial Services
SARO,"StandardAero, Inc. Common Stock",Industrials
SAT,Saratoga Investment Corp 6.00% Notes due 2027,Unknown
SAY,Saratoga Investment Corp 8.125% Notes due 2027,Unknown
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,Unknown
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",Industrials
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",Consumer Cyclical
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,Financial Services
SBR,Sabine Royalty Trust Common Stock,Energy
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo ,Utilities
SBSI,"Southside Bancshares, Inc. Common Stock",Financial Services
SBSW,D/B/A Sibanye,Basic Materials
SBXD,SilverBox Corp IV Class A Ordinary Shares,Financial Services
SCCO,Southern Copper Corporation Common Stock,Basic Materials
SCD,LMP Capital and Income Fund Inc. Common Stock,Financial Services
SCHW,Charles Schwab Corporation (The) Common Stock,Financial Services
SCI,Service Corporation International Common Stock,Consumer Cyclical
SCL,Stepan Company Common Stock,Basic Materials
SCM,Stellus Capital Investment Corporation Common Stock,Financial Services
SCS,Steelcase Inc. Common Stock,Consumer Cyclical
SD,"SandRidge Energy, Inc. Common Stock",Energy
SDHC,Smith Douglas Homes Corp. Class A Common Stock,Real Estate
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,Financial Services
SDRL,Seadrill Limited Common Shares,Energy
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",Consumer Cyclical
SEE,Sealed Air Corporation Common Stock,Consumer Cyclical
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",Energy
SEM,Select Medical Holdings Corporation Common Stock,Healthcare
SEMR,"SEMrush Holdings, Inc. Class A Common Stock",Technology
SES,SES AI Corporation Class A Common Stock,Consumer Cyclical
SF,Stifel Financial Corporation Common Stock,Financial Services
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Unknown
SFBS,"ServisFirst Bancshares, Inc. Common Stock",Financial Services
SFL,SFL Corporation Ltd,Industrials
SG,"Sweetgreen, Inc. Class A Common Stock",Consumer Cyclical
SGHC,Super Group (SGHC) Limited Ordinary Shares,Consumer Cyclical
SGI,Somnigroup International Inc. Common Stock,Consumer Cyclical
SGU,Star Group L.P. Common Stock,Energy
SHAK,"Shake Shack, Inc. Class A Common Stock",Consumer Cyclical
SHCO,Soho House & Co Inc. Class A Common Stock,Consumer Cyclical
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Energy
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Financial Services
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",Real Estate
SHOC,EA Series Trust Strive U.S. Semiconductor ETF,Unknown
SHW,Sherwin,Basic Materials
SID,Companhia Siderurgica Nacional S.A. Common Stock,Basic Materials
SIG,Signet Jewelers Limited Common Shares,Consumer Cyclical
SII,Sprott Inc. Common Shares,Financial Services
SILA,"Sila Realty Trust, Inc. Common Stock",Real Estate
SITC,SITE Centers Corp. Common Stock,Real Estate
SITE,"SiteOne Landscape Supply, Inc. Common Stock",Industrials
SJM,The J.M. Smucker Company Common Stock,Consumer Defensive
SJT,San Juan Basin Royalty Trust Common Stock,Energy
SKE,Skeena Resources Limited Common Shares,Basic Materials
SKIL,Skillsoft Corp. Class A Common Stock,Consumer Defensive
SKLZ,Skillz Inc. Class A Common Stock,Communication Services
SKM,"SK Telecom Co., Ltd. Common Stock",Communication Services
SKT,Tanger Inc. Common Stock,Real Estate
SKX,"Skechers U.S.A., Inc. Common Stock",Consumer Cyclical
SKY,"Champion Homes, Inc. Common Stock",Consumer Cyclical
SKYH,Sky Harbour Group Corporation Class A Common Stock,Industrials
SLB,Schlumberger N.V. Common Stock,Energy
SLF,Sun Life Financial Inc. Common Stock,Financial Services
SLG,SL Green Realty Corp Common Stock,Real Estate
SLGN,Silgan Holdings Inc. Common Stock,Consumer Cyclical
SLNZ,TCW Senior Loan ETF,Unknown
SLQT,"SelectQuote, Inc. Common Stock",Financial Services
SLVM,Sylvamo Corporation Common Stock,Basic Materials
SM,SM Energy Company Common Stock,Energy
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",Real Estate
SMBK,"SmartFinancial, Inc. Common Stock",Financial Services
SMC,Summit Midstream Corporation Common Stock,Energy
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Financial Services
SMG,Scotts Miracle,Basic Materials
SMHI,SEACOR Marine Holdings Inc. Common Stock ,Industrials
SMP,"Standard Motor Products, Inc. Common Stock",Consumer Cyclical
SMR,NuScale Power Corporation Class A Common Stock,Industrials
SMRT,"SmartRent, Inc. Class A Common Stock",Technology
SMWB,Similarweb Ltd. Ordinary Shares,Technology
SN,"SharkNinja, Inc. Ordinary Shares",Consumer Cyclical
SNA,Snap,Industrials
SNAP,Snap Inc. Class A Common Stock,Communication Services
SNDA,"Sonida Senior Living, Inc. Common Stock",Healthcare
SNDR,"Schneider National, Inc. Common Stock",Industrials
SNN,"Smith & Nephew SNATS, Inc. Common Stock",Healthcare
SNOW,Snowflake Inc. Class A Common Stock,Technology
SNV,Synovus Financial Corp. Common Stock,Financial Services
SNX,TD SYNNEX Corporation Common Stock,Technology
SO,Southern Company (The) Common Stock,Utilities
SOBO,South Bow Corporation Common Shares,Energy
SOC,Sable Offshore Corp. Common Stock,Energy
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",Unknown
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",Unknown
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",Unknown
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",Unknown
SOL,"Emeren Group Ltd American Depositary Shares, each representing 10 shares",Technology
SOLV,Solventum Corporation Common Stock,Healthcare
SON,Sonoco Products Company Common Stock,Consumer Cyclical
SONY,Sony Group Corporation American Depositary Shares ,Technology
SOR,"Source Capital, Inc. Cmn Shs of BI",Financial Services
SOS,"SOS Limited American Depositary Shares, one hundred and fifty (150) Class A Ordinary Shares",Financial Services
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,Financial Services
SPB,"Spectrum Brands Holdings, Inc. Common Stock",Consumer Defensive
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",Industrials
SPE,"Special Opportunities Fund, Inc Common Stock",Financial Services
SPG,"Simon Property Group, Inc. Common Stock",Real Estate
SPGI,S&P Global Inc. Common Stock,Financial Services
SPH,"Suburban Propane Partners, L.P. Common Stock",Utilities
SPHR,Sphere Entertainment Co. Class A Common Stock,Communication Services
SPIR,"Spire Global, Inc. Class A Common Stock",Industrials
SPMA,"Sound Point Meridian Capital, Inc. 8.00% Series A Preferred Shares Due 2029",Financial Services
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",Unknown
SPNT,SiriusPoint Ltd. Common Shares,Financial Services
SPOT,Spotify Technology S.A. Ordinary Shares,Communication Services
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",Industrials
SPRU,Spruce Power Holding Corporation Class A Common Stock,Technology
SPXC,"SPX Technologies, Inc. Common Stock",Industrials
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Financial Services
SQM,Sociedad Quimica y Minera S.A. Common Stock,Basic Materials
SQNS,Sequans Communications S.A. American Depositary Shares (each representing ten (10) Ordinary Shares),Technology
SR,Spire Inc. Common Stock,Utilities
SRE,DBA Sempra Common Stock,Utilities
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Unknown
SRFM,Surf Air Mobility Inc. Common Stock,Industrials
SRG,Seritage Growth Properties Class A Common Stock,Real Estate
SRI,"Stoneridge, Inc. Common Stock",Consumer Cyclical
SRL,Scully Royalty Ltd.,Financial Services
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,Financial Services
SSB,SouthState Corporation Common Stock,Financial Services
SSD,"Simpson Manufacturing Company, Inc. Common Stock",Basic Materials
SSL,Sasol Ltd. American Depositary Shares,Basic Materials
SST,"System1, Inc. Class A Common Stock",Industrials
SSTK,"Shutterstock, Inc. Common Stock",Communication Services
ST,Sensata Technologies Holding plc Ordinary Shares,Technology
STAG,"Stag Industrial, Inc. Common Stock",Real Estate
STC,Stewart Information Services Corporation Common Stock,Financial Services
STE,STERIS plc (Ireland) Ordinary Shares,Healthcare
STEL,"Stellar Bancorp, Inc. Common Stock",Financial Services
STEM,"Stem, Inc. Class A Common Stock",Utilities
STEW,"SRH Total Return Fund, Inc. Common Stock",Financial Services
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",Consumer Defensive
STK,Columbia Seligman Premium Technology Growth Fund Inc,Financial Services
STLA,Stellantis N.V. Common Shares,Consumer Cyclical
STM,STMicroelectronics N.V. Common Stock,Technology
STN,Stantec Inc Common Stock,Industrials
STNG,Scorpio Tankers Inc. Common Shares,Energy
STR,Sitio Royalties Corp. Class A Common Stock,Energy
STRV,EA Series Trust Strive 500 ETF,Unknown
STT,State Street Corporation Common Stock,Financial Services
STVN,Stevanato Group S.p.A. Ordinary Shares,Healthcare
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",Real Estate
STXD,EA Series Trust Strive 1000 Dividend Growth ETF,Unknown
STXE,EA Series Trust Strive Emerging Markets Ex,Unknown
STXG,EA Series Trust Strive 1000 Growth ETF,Unknown
STXI,EA Series Trust Strive International Developed Markets ETF,Unknown
STXK,EA Series Trust Strive Small,Unknown
STXM,EA Series Trust Strive Mid,Unknown
STXT,EA Series Trust Strive Total Return Bond ETF,Unknown
STXV,EA Series Trust Strive 1000 Value ETF,Unknown
STZ,"Constellation Brands, Inc. Common Stock",Consumer Defensive
SU,Suncor Energy  Inc. Common Stock,Energy
SUI,"Sun Communities, Inc. Common Stock",Real Estate
SUN,Sunoco LP Common Units representing limited partner interests,Energy
SUP,"Superior Industries International, Inc. Common Stock (DE)",Consumer Cyclical
SUPP,TCW Transform Supply Chain ETF,Unknown
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Financial Services
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Materials
SVV,"Savers Value Village, Inc. Common Stock",Consumer Cyclical
SW,Smurfit WestRock plc Ordinary Shares,Consumer Cyclical
SWK,"Stanley Black & Decker, Inc. Common Stock",Industrials
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",Utilities
SWZ,Total Return Securities Fund Common Stock,Unknown
SXC,"SunCoke Energy, Inc. Common Stock",Basic Materials
SXI,Standex International Corporation Common Stock,Industrials
SXT,Sensient Technologies Corporation Common Stock,Basic Materials
SYF,Synchrony Financial Common Stock,Financial Services
SYK,Stryker Corporation Common Stock,Healthcare
SYY,Sysco Corporation Common Stock,Consumer Defensive
T,AT&T Inc.,Communication Services
TAC,TransAlta Corporation Ordinary Shares,Utilities
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Healthcare
TAL,TAL Education Group American Depositary Shares,Consumer Defensive
TALO,"Talos Energy, Inc. Common Stock",Energy
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Defensive
TBB,AT&T Inc. 5.350% Global Notes due 2066,Unknown
TBBB,BBB Foods Inc. Class A Common Shares,Consumer Defensive
TBI,"TrueBlue, Inc. Common Stock",Industrials
TBN,Tamboran Resources Corporation Common stock,Energy
TCI,"Transcontinental Realty Investors, Inc. Common Stock",Real Estate
TD,Toronto Dominion Bank (The) Common Stock,Financial Services
TDC,Teradata Corporation Common Stock,Technology
TDF,"Templeton Dragon Fund, Inc. Common Stock",Financial Services
TDG,Transdigm Group Incorporated Common Stock,Industrials
TDOC,"Teladoc Health, Inc. Common Stock",Healthcare
TDS,"Telephone and Data Systems, Inc. Common Shares",Communication Services
TDW,Tidewater Inc. Common Stock,Energy
TDY,Teledyne Technologies Incorporated Common Stock,Technology
TE,T1 Energy Inc. Common Stock,Industrials
TEAF,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,Financial Services
TECK,Teck Resources Ltd Ordinary Shares,Basic Materials
TEF,Telefonica SA Common Stock,Communication Services
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",Financial Services
TEL,TE Connectivity plc Ordinary Shares,Technology
TEN,Tsakos Energy Navigation Ltd Common Shares,Energy
TEO,Telecom Argentina SA,Communication Services
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Healthcare
TEX,Terex Corporation Common Stock,Industrials
TFC,Truist Financial Corporation Common Stock,Financial Services
TFII,TFI International Inc. Common Shares,Industrials
TFPM,Triple Flag Precious Metals Corp. Common Shares,Basic Materials
TFSA,"Terra Income Fund 6, LLC 7.00% Notes due 2026",Unknown
TFX,Teleflex Incorporated Common Stock,Healthcare
TG,Tredegar Corporation Common Stock,Industrials
TGE,The Generation Essentials Group Class A Ordinary Shares,Financial Services
TGI,"Triumph Group, Inc. Common Stock",Industrials
TGLS,Tecnoglass Inc. Ordinary Shares,Basic Materials
TGNA,TEGNA Inc,Communication Services
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Energy
TGT,Target Corporation Common Stock,Consumer Defensive
THC,Tenet Healthcare Corporation Common Stock,Healthcare
THG,Hanover Insurance Group Inc,Financial Services
THIR,THOR Financial Technologies Trust THOR Index Rotation ETF,Unknown
THLV,THOR Equal Weight Low Volatility ETF,Unknown
THO,"Thor Industries, Inc. Common Stock",Consumer Cyclical
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Financial Services
THR,"Thermon Group Holdings, Inc. Common Stock",Industrials
THS,"Treehouse Foods, Inc. Common Stock",Consumer Defensive
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Financial Services
TIC,Acuren Corporation Common Stock,Industrials
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Communication Services
TISI,"Team, Inc. Common Stock",Industrials
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,Technology
TJX,"TJX Companies, Inc. (The) Common Stock",Consumer Cyclical
TK,Teekay Corporation Ltd. Common Stock,Energy
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Communication Services
TKO,"TKO Group Holdings, Inc. Class A Common Stock",Communication Services
TKR,Timken Company (The) Common Stock,Industrials
TLK,"PT Telekomunikasi Indonesia, Tbk",Communication Services
TLYS,"Tilly's, Inc. Common Stock",Consumer Cyclical
TM,Toyota Motor Corporation Common Stock,Consumer Cyclical
TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",Communication Services
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Cyclical
TMO,Thermo Fisher Scientific Inc Common Stock,Healthcare
TNC,Tennant Company Common Stock,Industrials
TNET,"TriNet Group, Inc. Common Stock",Industrials
TNK,Teekay Tankers Ltd.,Energy
TNL,Travel   Leisure Co. Common  Stock,Consumer Cyclical
TOL,"Toll Brothers, Inc. Common Stock",Consumer Cyclical
TOST,"Toast, Inc. Class A Common Stock",Technology
TPB,"Turning Point Brands, Inc. Common Stock",Consumer Defensive
TPC,Tutor Perini Corporation Common Stock,Industrials
TPH,"Tri Pointe Homes, Inc. Common Stock",Consumer Cyclical
TPL,Texas Pacific Land Corporation Common Stock,Energy
TPR,"Tapestry, Inc. Common Stock",Consumer Cyclical
TPTA,"Terra Property Trust, Inc. 6.00% Notes due 2026",Unknown
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Financial Services
TPYP,Tortoise Capital Series Trust Tortoise North American Pipeline Fund,Unknown
TPZ,Tortoise Essential Energy Fund,Unknown
TR,"Tootsie Roll Industries, Inc. Common Stock",Consumer Defensive
TRAK,"ReposiTrak, Inc. Common Stock",Technology
TRC,Tejon Ranch Co Common Stock,Industrials
TREX,"Trex Company, Inc. Common Stock",Industrials
TRGP,"Targa Resources, Inc. Common Stock",Energy
TRN,"Trinity Industries, Inc. Common Stock",Industrials
TRNO,Terreno Realty Corporation Common Stock,Real Estate
TROX,Tronox Holdings plc Ordinary Shares (UK),Basic Materials
TRP,TC Energy Corporation Common Stock,Energy
TRTX,"TPG RE Finance Trust, Inc. Common Stock",Real Estate
TRU,TransUnion Common Stock,Financial Services
TRV,"The Travelers Companies, Inc. Common Stock",Financial Services
TS,Tenaris S.A. American Depositary Shares,Energy
TSE,Trinseo PLC Ordinary Shares ,Basic Materials
TSI,"TCW Strategic Income Fund, Inc. Common Stock",Financial Services
TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",Financial Services
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology
TSN,"Tyson Foods, Inc. Common Stock",Consumer Defensive
TSQ,"Townsquare Media, Inc. Class A Common Stock",Communication Services
TT,Trane Technologies plc,Industrials
TTAM,Titan America SA Common Shares,Basic Materials
TTC,Toro Company (The) Common Stock,Industrials
TTE,TotalEnergies SE,Energy
TTI,"Tetra Technologies, Inc. Common Stock",Industrials
TU,Telus Corporation Ordinary Shares,Communication Services
TUYA,"Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share",Technology
TV,Grupo Televisa S.A.B. Common Stock,Communication Services
TVC,Tennessee Valley Authority Common Stock,Unknown
TVE,Tennessee Valley Authority,Unknown
TWI,"Titan International, Inc. (DE) Common Stock",Industrials
TWLO,Twilio Inc. Class A Common Stock,Technology
TWN,"Taiwan Fund, Inc. (The) Common Stock",Financial Services
TWO,Two Harbors Investment Corp,Real Estate
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,Unknown
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",Basic Materials
TXNM,"TXNM Energy, Inc. Common Stock",Utilities
TXO,"TXO Partners, L.P. Common Units Representing Limited Partner Interests",Energy
TXT,Textron Inc. Common Stock,Industrials
TY,Tri Continental Corporation Common Stock,Financial Services
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Financial Services
TYL,"Tyler Technologies, Inc. Common Stock",Technology
U,Unity Software Inc. Common Stock,Technology
UA,"Under Armour, Inc. Class C Common Stock",Consumer Cyclical
UAA,"Under Armour, Inc. Class A Common Stock",Consumer Cyclical
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",Basic Materials
UBER,"Uber Technologies, Inc. Common Stock",Technology
UBS,UBS Group AG Registered Ordinary Shares,Financial Services
UCB,"United Community Banks, Inc. Common Stock",Financial Services
UDR,"UDR, Inc. Common Stock",Real Estate
UE,Urban Edge Properties Common Shares of Beneficial Interest,Real Estate
UFI,"Unifi, Inc. New Common Stock",Consumer Cyclical
UGI,UGI Corporation Common Stock,Utilities
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Energy
UHAL,U,Industrials
UHS,"Universal Health Services, Inc. Common Stock",Healthcare
UHT,Universal Health Realty Income Trust Common Stock,Real Estate
UI,Ubiquiti Inc. Common Stock,Technology
UIS,Unisys Corporation New Common Stock,Technology
UL,Unilever PLC Common Stock,Consumer Defensive
ULS,UL Solutions Inc. Class A Common Stock,Industrials
UMC,United Microelectronics Corporation (NEW) Common Stock,Technology
UMH,"UMH Properties, Inc. Common Stock",Real Estate
UNF,Unifirst Corporation Common Stock,Industrials
UNFI,"United Natural Foods, Inc. Common Stock",Consumer Defensive
UNH,UnitedHealth Group Incorporated Common Stock (DE),Healthcare
UNM,Unum Group Common Stock,Financial Services
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Unknown
UNP,Union Pacific Corporation Common Stock,Industrials
UP,Wheels Up Experience Inc. Class A Common Stock,Industrials
UPS,"United Parcel Service, Inc. Common Stock",Industrials
URI,"United Rentals, Inc. Common Stock",Industrials
USA,Liberty All,Financial Services
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",Energy
USB,U.S. Bancorp Common Stock,Financial Services
USFD,US Foods Holding Corp. Common Stock,Consumer Defensive
USM,United States Cellular Corporation Common Stock,Communication Services
USNA,"USANA Health Sciences, Inc. Common Stock",Consumer Defensive
USPH,"U.S. Physical Therapy, Inc. Common Stock",Healthcare
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock",Financial Services
